"Molecule_CanonicalSmiles","DRUGBANK_ID","COMMON_NAME","Molecule_InChIKey","Pattern","Target"
"CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC","DB00762","Irinotecan","UWKQSNNFCGGAFS-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2","DB05039","Indacaterol","QZZUEBNBZAPZLX-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CCc1cccc2c1c(O)c(C(=O)N(CC)c1ccccc1)c(=O)n2C","DB13118","Paquinimod","DIKSYHCCYVYKRO-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O","DB12476","CPG-52852","YZOQZEXYFLXNKA-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)c(O)c3)[nH]c(=O)c12","DB07606","6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE","OPRAIFVPXXVXDL-UHFFFAOYSA-N","[#6]1:[#7]:[#6]:[#7]:[#6]2:[#6]:1:[#6]:[#7]:[#7]:2-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CCn1c(=O)c2c(C)n[nH]c2c2ccccc21","DB07158","5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE","ASEHARDUZDZEKS-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21","DB00487","Pefloxacin","FHFYDNQZQSQIAI-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21","DB00978","Lomefloxacin","ZEKZLJVOYLTDKK-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21","DB01059","Norfloxacin","OGJPXUAPXNRGGI-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3","DB13627","Oxolinic acid","KYGZCKSPAKDVKC-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21","DB00817","Rosoxacin","XBPZXDSZHPDXQU-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1","DB11366","Roquinimex","SGOOQMRIPALTEL-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN(C(=S)NN=C(c1ccccn1)c1ccccn1)C1CCCCC1","DB15235","Di-2-pyridylketone 4-cyclohexyl-4-methyl-3-thiosemicarbazone","GNLZNQJBZNOUBM-UHFFFAOYSA-N","[#7]-[#7]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#7]:1","P11166"
"CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1","DB08348","N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE","UYJZZVDLGDDTCL-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN(C)CC(O)COc1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1","DB07501","(2S)-1-{4-[(4-Anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol","MEIJADBULOETOV-UHFFFAOYSA-N","[#6]1:[#6]:[#6](-[#7]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#7]:[#6](:[#7]:1)-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1","DB07750","(2R)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol","GNLAGGCSJGJECE-UHFFFAOYSA-N","[#6]1:[#6]:[#6](-[#7]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#7]:[#6](:[#7]:1)-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1","DB08916","Afatinib","ULXXDDBFHOBEHA-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"CN(C)CC=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1","DB08564","(2E)-N-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide","ZCIXBBSRVLSRJQ-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"CN(C)CCCNC(=O)c1cccc2c(N)c3ccccc3nc12","DB02842","9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide","VNWAULKXOPRJEL-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21","DB13225","Dibenzepin","QPGGEKPRGVJKQB-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12","DB11880","Acridine Carboxamide","XBGNERSKEKDZDS-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN(C)CCSCc1cc(N)cc2c(=O)[nH]c(N)nc12","DB04004","2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One","FDIXHXDLCOSDFY-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"CN(C)Cc1ccc2c(Cl)cc(Cl)c(O)c2n1","DB05565","PBT-1033","YZPOQCQXOSEMAZ-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O","DB12524","BI-671800","XEOSTBFUCNZKGS-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1","DB08968","Fominoben","KSNNEUZOAFRTDS-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CN(Cc1ccccc1)C(=O)C(NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1","DB11399","Dirlotapide","TUOSYWCFRFNJBS-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CN1CC2CC1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1","DB11393","Danofloxacin","QMLVECGLEOSESV-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN1CCCC1CCNC(=O)c1cn2c3cc4ccccc4cc3oc3c(N4CCC(c5cnccn5)C4)c(F)cc(c1=O)c32","DB06638","Quarfloxin","WOQIDNWTQOYDLF-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1-[#6]-[#6]-[#7](-[#6]2:[#6]:[#6]:[#6]3:[#6](=[#8]):[#6]:[#6]:[#7]4:[#6]5:[#6]:[#6]:[#6]:[#6]:[#6]:5:[#8]:[#6]:2:[#6]:3:4)-[#6]-1","P11166"
"CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1","DB11805","Saracatinib","OUKYUETWWIPKQR-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1","DB04739","4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE","JHMBUEWQJDGKGS-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1","DB15187","Dubermatinib","YUAALFPUEOYPNX-UHFFFAOYSA-N","[#6]1:[#6]:[#6](-[#7]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#7]:[#6](:[#7]:1)-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1","DB04576","Fleroxacin","XBJBPGROQZJDOJ-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1","DB11426","Marbofloxacin","BPFYOAJNDMUVBL-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1","DB13772","Rufloxacin","NJCJBUHJQLFDSW-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1","DB11511","Difloxacin","NOCJXYPHIIZEHN-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","DB05928","Dovitinib","PIQCTGMSNWUMAF-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1","DB12369","Sotrastaurin","OAVGBZOFDPFGPJ-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"CNC(=O)C(Cc1ccc2ccccc2c1)N1CCC(=O)N(Cc2cnc3ccccc3c2)C(CC(C)C)C1=O","DB04724","(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide","COVPLULNDBDXTN-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CNC(=O)CC1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2","DB15418","AZD-9977","MBKYLPOPYYLTNW-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1","DB12183","Sapitinib","DFJSJLGUIXFDJP-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12","DB11679","Fruquintinib","BALLNEJQLSTPIO-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1","DB13005","Rebastinib","WVXNSAVVKYZVOE-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F","DB11791","Capmatinib","LIOLIMKSCNQPLV-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2)c1","DB08242","N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide","OYTBZXSFNNAVKU-UHFFFAOYSA-N","[#6]1:[#7]:[#6]:[#7]:[#6]2:[#6]:1:[#6]:[#7]:[#7]:2-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12","DB11845","Lucitanib","CUDVHEFYRIWYQD-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl","DB07460","2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE","UYJNQQDJUOUFQJ-UHFFFAOYSA-N","[#6]1:[#6]:[#6](-[#7]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#7]:[#6](:[#7]:1)-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCCC(N2CCN(CCO)CC2)C3)ncc1Cl","DB13060","CEP-37440","BCSHRERPHLTPEE-UHFFFAOYSA-N","[#6]1:[#6]:[#6](-[#7]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#7]:[#6](:[#7]:1)-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2O)Oc2ccc(cc2Cl)C1O","DB04529","Desvancosaminyl vancomycin","QCHYVJAUGVHJHX-UHFFFAOYSA-N","[#6](-[#7]-[#6](=[#8])-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#7]-[#6](=[#8])-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O","DB00512","Vancomycin","MYPYJXKWCTUITO-UHFFFAOYSA-N","[#6](-[#7]-[#6](=[#8])-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#7]-[#6](=[#8])-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(C)(N)C(=O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2O)Oc2ccc(cc2Cl)C1O","DB04111","Balhimycin","WKNFBFHAYANQHF-UHFFFAOYSA-N","[#6](-[#7]-[#6](=[#8])-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#7]-[#6](=[#8])-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(C)(N)C(O)(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O)Oc2ccc(cc2Cl)C1O","DB02792","Deglucobalhimycin","ABWSMPORYONAHZ-UHFFFAOYSA-N","[#6](-[#7]-[#6](=[#8])-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#7]-[#6](=[#8])-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(C)(N)C(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O","DB04911","Oritavancin","VHFGEBVPHAGQPI-UHFFFAOYSA-N","[#6](-[#7]-[#6](=[#8])-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#7]-[#6](=[#8])-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F","DB06350","Elinogrel","LGSDFTPAICUONK-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1","DB12776","E-6005","BBTFKAOFCSOZMB-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1, [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C","DB12924","Ozenoxacin","XPIJWUTXQAGSLK-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"COC(=O)C(c1ccccc1)N1CCC(c2ccc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)cc2)CC1","DB12414","Usistapide","WSYALRNYQFNNGP-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"COC(=O)C1(Cc2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1C(=O)NO","DB07147","methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate","HJWMYFBKJRVWJY-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4","DB04865","Omacetaxine mepesuccinate","HYFHYPWGAURHIV-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]2-[#7]-[#6]-[#6]-[#6]-2):[#6]:[#6]:1","P11166"
"COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1","DB12854","BMS-908662","MMNNTJYFHUDSKL-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"COC(=O)c1cc(NC(=O)c2cccc(O)c2C)c2cc(C(=N)N)ccc2c1","DB07074","6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER","OUBRALHIKGRAMA-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"COC(=O)c1cnc2n1CCc1ccccc1C2=C1CCN(CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1","DB12799","Laniquidar","TULGGJGJQXESOO-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
